county,refinery,cropres,forestres,scrapwood,mt_gas_at_refinery,mt_diesel_at_refinery,ft,m2g,pd,pg
6087,3.0,0.0,75700.0,45234.3,7860.7295,7860.7295,0.0,0.0,60467.15,60467.15
6087,4.0,2960.0,0.0,0.0,0.0,503.2,2960.0,0.0,0.0,0.0
6089,23.0,0.0,525950.846,0.0,34186.80499,34186.80499,0.0,0.0,262975.423,262975.423
6089,36.0,17850.0,137249.154,254077.1,25436.20651,28470.70651,17850.0,0.0,195663.127,195663.127
6091,24.0,0.0,108000.0,85435.0,12573.275,12573.275,0.0,0.0,96717.5,96717.5
6093,29.0,51190.0,732700.0,365913.8,71409.897,80112.197,51190.0,0.0,549306.9,549306.9
6095,32.0,106030.0,0.0,0.0,0.0,18025.1,106030.0,0.0,0.0,0.0
6095,62.0,0.0,3000.0,49744.1,3428.3665,3428.3665,0.0,0.0,26372.05,26372.05
6097,57.0,57750.0,293200.0,91952.0,25034.88,34852.38,57750.0,0.0,192576.0,192576.0
6099,56.0,163510.0,11600.0,36374.0,3118.31,30915.01,163510.0,0.0,23987.0,23987.0
6101,30.0,478170.0,0.0,8461.2,549.978,81838.878,478170.0,0.0,4230.6,4230.6
6103,8.0,39410.0,246100.0,101289.3,22580.3045,29280.0045,39410.0,0.0,173694.65,173694.65
6105,36.0,110.0,516300.0,223958.31,48116.79015,48135.49015,110.0,0.0,370129.155,370129.155
6107,47.0,361460.0,117800.0,123388.1,15677.2265,77125.4265,361460.0,0.0,120594.05,120594.05
6109,15.0,190.0,228000.0,141626.7,24025.7355,24058.0355,190.0,0.0,184813.35,184813.35
6111,6.0,0.0,30000.0,99480.0,8416.2,8416.2,0.0,0.0,64740.0,64740.0
6111,40.0,28010.0,0.0,0.0,0.0,4761.7,28010.0,0.0,0.0,0.0
6113,32.0,424090.0,22300.0,23663.3,2987.6145,75082.9145,424090.0,0.0,22981.65,22981.65
6115,24.0,0.0,95800.0,37850.7,8687.2955,8687.2955,0.0,0.0,66825.35,66825.35
6115,30.0,133490.0,0.0,0.0,0.0,22693.3,133490.0,0.0,0.0,0.0
