county,refinery,cropres,forestres,scrapwood,mt_gas_at_refinery,mt_diesel_at_refinery,ft,m2g,pd,pg
6081,4.0,980.0,28300.0,80128.6,21881.72,7104.209,0.0,0.0,54704.3,54704.3
6083,39.0,31920.0,78900.0,46705.4,31505.08,9999.751,0.0,0.0,78762.7,78762.7
6085,4.0,9020.0,67900.0,145442.0,44472.4,14385.88,0.0,0.0,111181.0,111181.0
6087,3.0,0.0,75700.0,45234.3,24186.86,7860.7295,0.0,0.0,60467.15,60467.15
6087,4.0,2960.0,0.0,0.0,592.0,170.2,0.0,0.0,1480.0,1480.0
6089,23.0,0.0,271873.746,254077.1,105190.1692,34186.80499,0.0,0.0,262975.423,262975.423
6089,36.0,17850.0,391326.254,0.0,81835.2508,26462.58151,0.0,0.0,204588.127,204588.127
6091,21.0,0.0,108000.0,85435.0,38687.0,12573.275,0.0,0.0,96717.5,96717.5
6093,29.0,51190.0,732700.0,365913.8,229960.76,74353.322,0.0,0.0,574901.9,574901.9
6095,32.0,106030.0,0.0,0.0,21206.0,6096.725,0.0,0.0,53015.0,53015.0
6095,62.0,0.0,3000.0,49744.1,10548.82,3428.3665,0.0,0.0,26372.05,26372.05
6097,57.0,57750.0,293200.0,91952.0,88580.4,28355.505,0.0,0.0,221451.0,221451.0
6099,52.0,163510.0,11600.0,36374.0,42296.8,12520.135,0.0,0.0,105742.0,105742.0
6101,30.0,478170.0,0.0,8461.2,97326.24,28044.753,0.0,0.0,243315.6,243315.6
6103,8.0,39410.0,246100.0,101289.3,77359.86,24846.3795,0.0,0.0,193399.65,193399.65
6105,36.0,110.0,516300.0,223958.31,148073.662,48123.11515,0.0,0.0,370184.155,370184.155
6107,47.0,361460.0,117800.0,123388.1,120529.62,36461.1765,0.0,0.0,301324.05,301324.05
6109,15.0,190.0,228000.0,141626.7,73963.34,24036.6605,0.0,0.0,184908.35,184908.35
6111,6.0,0.0,30000.0,99480.0,25896.0,8416.2,0.0,0.0,64740.0,64740.0
6111,40.0,28010.0,0.0,0.0,5602.0,1610.575,0.0,0.0,14005.0,14005.0
6113,32.0,424090.0,22300.0,23663.3,94010.66,27372.7895,0.0,0.0,235026.65,235026.65
6115,26.0,133490.0,0.0,0.0,26698.0,7675.675,0.0,0.0,66745.0,66745.0
6115,30.0,0.0,95800.0,37850.7,26730.14,8687.2955,0.0,0.0,66825.35,66825.35
