county,refinery,cropres,forestres,scrapwood,mt_gas_at_refinery,mt_diesel_at_refinery,ft,m2g,pd,pg
6089,23.0,0.0,525950.846,0.0,136747.21996,0.0,0.0,0.0,0.0,525950.846
6089,36.0,17850.0,137249.154,254077.1,105850.32604,0.0,0.0,0.0,0.0,409176.254
6091,21.0,0.0,108000.0,85435.0,50293.1,0.0,0.0,0.0,0.0,193435.0
6093,29.0,51190.0,732700.0,365913.8,297413.288,0.0,0.0,0.0,0.0,1149803.8
6095,32.0,106030.0,0.0,0.0,24386.9,0.0,0.0,0.0,0.0,106030.0
6095,71.0,0.0,3000.0,49744.1,13713.466,0.0,0.0,0.0,0.0,52744.1
6097,57.0,57750.0,293200.0,91952.0,113422.02,0.0,0.0,0.0,0.0,442902.0
6099,52.0,163510.0,11600.0,36374.0,50080.54,0.0,0.0,0.0,0.0,211484.0
6101,30.0,478170.0,0.0,8461.2,112179.012,0.0,0.0,0.0,0.0,486631.2
6103,8.0,39410.0,246100.0,101289.3,99385.518,0.0,0.0,0.0,0.0,386799.3
6105,36.0,110.0,516300.0,223958.31,192492.4606,0.0,0.0,0.0,0.0,740368.31
6107,47.0,361460.0,117800.0,123388.1,145844.706,0.0,0.0,0.0,0.0,602648.1
6109,15.0,190.0,228000.0,141626.7,96146.642,0.0,0.0,0.0,0.0,369816.7
6111,6.0,0.0,30000.0,99480.0,33664.8,0.0,0.0,0.0,0.0,129480.0
6111,68.0,28010.0,0.0,0.0,6442.3,0.0,0.0,0.0,0.0,28010.0
6113,32.0,424090.0,22300.0,23663.3,109491.158,0.0,0.0,0.0,0.0,470053.3
6115,26.0,133490.0,0.0,0.0,30702.7,0.0,0.0,0.0,0.0,133490.0
6115,30.0,0.0,95800.0,37850.7,34749.182,0.0,0.0,0.0,0.0,133650.7
