8.0,183.6
11010.0,983116.8
1715.0,108895.2
27788.0,582562.8
16712.0,287150.4
6977.0,146268.0
415.0,8690.4
37590.0,755208.0
1204.0,25255.2
9334.0,195697.2
65164.0,1366147.2
62694.0,1077222.0
80347.0,1684428.0
85811.0,863776.8
131565.0,2758202.4
82369.0,6809703.6
161113.0,3718226.4
26449.0,448147.2
35946.0,530440.8
19259.0,1787101.2
59983.0,1153783.2
30855.0,578136.0
117795.0,6233750.4
11508.0,964736.4
22721.0,2254077.6
0.0,0.0
3245.0,68034.0
28004.0,1455968.4
43773.0,917694.0
82411.0,5232253.2
6851.0,125215.2
0.0,0.0
12552.0,263160.0
55275.0,1731898.8
31499.0,3569061.6
97942.0,2569645.2
147312.0,3088335.6
103174.0,2292878.4
7284.0,103101.6
130398.0,1513251.6
61068.0,6526204.8
132427.0,7914098.4
215025.0,3713065.2
181478.0,1857297.6
65514.0,864103.2
52474.0,961758.0
30397.0,1206190.8
2307.0,146492.4
19765.0,1502154.0
0.0,0.0
0.0,0.0
2532.0,251103.6
54793.0,926364.0
51976.0,1449970.8
85.0,1795.2
11837.0,248166.0
13635.0,214057.2
12039.0,260100.0
11736.0,296004.0
59807.0,1080608.4
33639.0,2940802.8
1303.0,27315.6
166161.0,6290686.8
204284.0,5045083.2
22085.0,364894.8
9839.0,171788.4
3111.0,65218.8
28869.0,633889.2
45555.0,5967775.2
20557.0,430970.4
1182.0,24765.6
0.0,0.0
5240.0,109854.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
